PERSON_ID,FIRST_NAME,LAST_NAME,TEAM,DESCRIPTION,ALL_NBA_TEAM_NUMBER,SEASON,MONTH,WEEK,CONFERENCE,TYPE,SUBTYPE1,SUBTYPE2,SUBTYPE3
2548,Dwyane,Wade,,NBA All-Star,,2012-13,,,,Award,All-Star,,
2548,Dwyane,Wade,,NBA All-Star,,2013-14,,,,Award,All-Star,,
2548,Dwyane,Wade,,NBA All-Star,,2014-15,,,,Award,All-Star,,
2548,Dwyane,Wade,,NBA All-Star,,2015-16,,,,Award,All-Star,,
2548,Dwyane,Wade,,NBA All-Star,,2018-19,,,,Award,All-Star,,
2548,Dwyane,Wade,Miami Heat,NBA Champion,,2005-06,,,,Award,Champion,,
2548,Dwyane,Wade,Miami Heat,NBA Champion,,2011-12,,,,Award,Champion,,
2548,Dwyane,Wade,Miami Heat,NBA Champion,,2012-13,,,,Award,Champion,,
2549,Chris,Kaman,Los Angeles Clippers,NBA Player of the Week,,2009-10,,2009-11-09T00:00:00,West,Award,Kia Motors,KIPWK,
2549,Chris,Kaman,Los Angeles Clippers,NBA Player of the Week,,2009-10,,2010-01-11T00:00:00,West,Award,Kia Motors,KIPWK,
2549,Chris,Kaman,Germany,Olympic Appearance,,2008,,,,Award,Olympic,Appearance,
2549,Chris,Kaman,,NBA All-Star,,2009-10,,,,Award,All-Star,,
2550,Kirk,Hinrich,Chicago Bulls,All-Defensive Team,2,2006-07,,,1610612741,Award,Kia Motors,KIADT,
2550,Kirk,Hinrich,Chicago Bulls,All-Rookie Team,1,2003-04,,,1610612741,Award,Kia Motors,KIART,
2551,T.J.,Ford,Milwaukee Bucks,NBA Player of the Week,,2005-06,,2005-11-07T00:00:00,East,Award,Kia Motors,KIPWK,
2551,TJ,Ford,Milwaukee Bucks,All-Rookie Team,2,2003-04,,,1610612749,Award,Kia Motors,KIART,
2553,Jarvis,Hayes,Washington Wizards,All-Rookie Team,2,2003-04,,,1610612764,Award,Kia Motors,KIART,
2561,David,West,New Orleans Hornets,NBA Player of the Week,,2008-09,,2009-03-02T00:00:00,West,Award,Kia Motors,KIPWK,
2561,David,West,,NBA All-Star,,2007-08,,,,Award,All-Star,,
2561,David,West,,NBA All-Star,,2008-09,,,,Award,All-Star,,
2561,David,West,Golden State Warriors,NBA Champion,,2016-17,,,,Award,Champion,,
2561,David,West,Golden State Warriors,NBA Champion,,2017-18,,,,Award,Champion,,
2563,Dahntay,Jones,Cleveland Cavaliers,NBA Champion,,2015-16,,,,Award,Champion,,
2564,Boris,Diaw,Phoenix Suns,NBA Most Improved Player,,2005-06,,,,Award,Kia Motors,KIMIP,
2564,Boris,Diaw,France,Olympic Appearance,,2012,,,,Award,Olympic,Appearance,
2564,Boris,Diaw,San Antonio Spurs,NBA Champion,,2013-14,,,,Award,Champion,,
2565,Zoran,Planinic,Croatia,Olympic Appearance,,2008,,,,Award,Olympic,Appearance,
2568,Carlos,Delfino,Argentina,Olympic Appearance,,2012,,,,Award,Olympic,Appearance,
2568,Carlos,Delfino,Argentina,Olympic Bronze Medal,,2008,,,,Award,Olympic,Bronze,
2568,Carlos,Delfino,Argentina,Olympic Gold Medal,,2004,,,,Award,Olympic,Gold,
2570,Kendrick,Perkins,Boston Celtics,NBA Champion,,2007-08,,,,Award,Champion,,
2571,Leandro,Barbosa,Phoenix Suns,NBA Sixth Man of the Year,,2006-07,,,,Award,Kia Motors,KISMY,
2571,Leandro,Barbosa,Brazil,Olympic Appearance,,2012,,,,Award,Olympic,Appearance,
2571,Leandro,Barbosa,Golden State Warriors,NBA Champion,,2014-15,,,,Award,Champion,,
2572,Josh,Howard,Dallas Mavericks,All-Rookie Team,2,2003-04,,,1610612742,Award,Kia Motors,KIART,
2572,Josh,Howard,Dallas Mavericks,NBA Player of the Week,,2006-07,,2006-12-24T00:00:00,West,Award,Kia Motors,KIPWK,
2572,Josh,Howard,Dallas Mavericks,NBA Player of the Week,,2006-07,,2006-12-31T00:00:00,West,Award,Kia Motors,KIPWK,
2574,Jason,Kapono,Miami Heat,NBA Champion,,2005-06,,,,Award,Champion,,
2575,Luke,Walton,Los Angeles Lakers,NBA Champion,,2008-09,,,,Award,Champion,,
2575,Luke,Walton,Los Angeles Lakers,NBA Champion,,2009-10,,,,Award,Champion,,
2585,Zaza,Pachulia,Golden State Warriors,NBA Champion,,2016-17,,,,Award,Champion,,
2585,Zaza,Pachulia,Golden State Warriors,NBA Champion,,2017-18,,,,Award,Champion,,
2588,Matt,Bonner,San Antonio Spurs,NBA Champion,,2006-07,,,,Award,Champion,,
2588,Matt,Bonner,San Antonio Spurs,NBA Champion,,2013-14,,,,Award,Champion,,
2590,Mo,Williams,Milwaukee Bucks,NBA Player of the Week,,2006-07,,2006-12-24T00:00:00,East,Award,Kia Motors,KIPWK,
2590,Mo,Williams,Minnesota Timberwolves,NBA Player of the Week,,2014-15,,2015-01-12T00:00:00,West,Award,Kia Motors,KIPWK,
2590,Mo,Williams,Charlotte Hornets,NBA Player of the Week,,2014-15,,2015-03-02T00:00:00,East,Award,Kia Motors,KIPWK,
2590,Mo,Williams,,NBA All-Star,,2008-09,,,,Award,All-Star,,
2590,Mo,Williams,Cleveland Cavaliers,NBA Champion,,2015-16,,,,Award,Champion,,
2592,James,Jones,Cleveland Cavaliers,NBA Champion,,2015-16,,,,Award,Champion,,
2592,James,Jones,Miami Heat,NBA Champion,,2011-12,,,,Award,Champion,,
2592,James,Jones,Miami Heat,NBA Champion,,2012-13,,,,Award,Champion,,
2594,Kyle,Korver,Atlanta Hawks,NBA Player of the Month,,2014-15,1/1/2015,,East,Award,Kia Motors,KIPMO,
2594,Kyle,Korver,Atlanta Hawks,NBA Sportsmanship,,2014-15,,,,Award,Kia Motors,KSPRT,
2594,Kyle,Korver,,NBA All-Star,,2014-15,,,,Award,All-Star,,
2601,Andreas,Glyniadakis,Greece,Olympic Appearance,,2008,,,,Award,Olympic,Appearance,
2605,Marquis,Daniels,Dallas Mavericks,All-Rookie Team,2,2003-04,,,1610612742,Award,Kia Motors,KIART,
2617,Udonis,Haslem,Miami Heat,All-Rookie Team,2,2003-04,,,1610612748,Award,Kia Motors,KIART,
2617,Udonis,Haslem,Miami Heat,NBA Champion,,2005-06,,,,Award,Champion,,
2617,Udonis,Haslem,Miami Heat,NBA Champion,,2011-12,,,,Award,Champion,,
2617,Udonis,Haslem,Miami Heat,NBA Champion,,2012-13,,,,Award,Champion,,
2632,Kirk,Penney,New Zealand,Olympic Appearance,,2000,,,,Award,Olympic,Appearance,
2632,Kirk,Penney,New Zealand,Olympic Appearance,,2004,,,,Award,Olympic,Appearance,
2682,Alex,Garcia,Brazil,Olympic Appearance,,2012,,,,Award,Olympic,Appearance,
2694,Josh,Powell,Los Angeles Lakers,NBA Champion,,2008-09,,,,Award,Champion,,
2694,Josh,Powell,Los Angeles Lakers,NBA Champion,,2009-10,,,,Award,Champion,,
2730,Dwight,Howard,Orlando Magic,All-Defensive Team,2,2007-08,,,1610612753,Award,Kia Motors,KIADT,
2730,Dwight,Howard,Orlando Magic,All-Defensive Team,1,2008-09,,,1610612753,Award,Kia Motors,KIADT,
2730,Dwight,Howard,Orlando Magic,All-Defensive Team,1,2009-10,,,1610612753,Award,Kia Motors,KIADT,
2730,Dwight,Howard,Orlando Magic,All-Defensive Team,1,2010-11,,,1610612753,Award,Kia Motors,KIADT,
2730,Dwight,Howard,Orlando Magic,All-Defensive Team,1,2011-12,,,1610612753,Award,Kia Motors,KIADT,
2730,Dwight,Howard,Orlando Magic,All-NBA,3,2006-07,,,1610612753,Award,Kia Motors,KIANT,
2730,Dwight,Howard,Orlando Magic,All-NBA,1,2007-08,,,1610612753,Award,Kia Motors,KIANT,
2730,Dwight,Howard,Orlando Magic,All-NBA,1,2008-09,,,1610612753,Award,Kia Motors,KIANT,
2730,Dwight,Howard,Orlando Magic,All-NBA,1,2009-10,,,1610612753,Award,Kia Motors,KIANT,
2730,Dwight,Howard,Orlando Magic,All-NBA,1,2010-11,,,1610612753,Award,Kia Motors,KIANT,
2730,Dwight,Howard,Orlando Magic,All-NBA,1,2011-12,,,1610612753,Award,Kia Motors,KIANT,
2730,Dwight,Howard,Los Angeles Lakers,All-NBA,3,2012-13,,,1610612747,Award,Kia Motors,KIANT,
2730,Dwight,Howard,Houston Rockets,All-NBA,2,2013-14,,,1610612745,Award,Kia Motors,KIANT,
2730,Dwight,Howard,Orlando Magic,All-Rookie Team,1,2004-05,,,1610612753,Award,Kia Motors,KIART,
2730,Dwight,Howard,Orlando Magic,NBA Defensive Player of the Year,,2008-09,,,,Award,Kia Motors,KDPYR,
2730,Dwight,Howard,Orlando Magic,NBA Defensive Player of the Year,,2009-10,,,,Award,Kia Motors,KDPYR,
2730,Dwight,Howard,Orlando Magic,NBA Defensive Player of the Year,,2010-11,,,,Award,Kia Motors,KDPYR,
2730,Dwight,Howard,Orlando Magic,NBA Player of the Month,,2005-06,04/01/2006,,East,Award,Kia Motors,KIPMO,
2730,Dwight,Howard,Orlando Magic,NBA Player of the Month,,2006-07,11/01/2006,,East,Award,Kia Motors,KIPMO,
2730,Dwight,Howard,Orlando Magic,NBA Player of the Month,,2007-08,11/01/2007,,East,Award,Kia Motors,KIPMO,
2730,Dwight,Howard,Orlando Magic,NBA Player of the Month,,2007-08,12/01/2007,,East,Award,Kia Motors,KIPMO,
2730,Dwight,Howard,Orlando Magic,NBA Player of the Month,,2010-11,02/01/2011,,East,Award,Kia Motors,KIPMO,
2730,Dwight,Howard,Orlando Magic,NBA Player of the Month,,2010-11,11/01/2010,,East,Award,Kia Motors,KIPMO,
2730,Dwight,Howard,Orlando Magic,NBA Player of the Week,,2006-07,,2006-11-26T00:00:00,East,Award,Kia Motors,KIPWK,
2730,Dwight,Howard,Orlando Magic,NBA Player of the Week,,2007-08,,2007-11-18T00:00:00,East,Award,Kia Motors,KIPWK,
2730,Dwight,Howard,Orlando Magic,NBA Player of the Week,,2007-08,,2007-12-02T00:00:00,East,Award,Kia Motors,KIPWK,
2730,Dwight,Howard,Orlando Magic,NBA Player of the Week,,2008-09,,2009-01-12T00:00:00,East,Award,Kia Motors,KIPWK,
2730,Dwight,Howard,Orlando Magic,NBA Player of the Week,,2008-09,,2009-02-23T00:00:00,East,Award,Kia Motors,KIPWK,
2730,Dwight,Howard,Orlando Magic,NBA Player of the Week,,2008-09,,2009-03-30T00:00:00,East,Award,Kia Motors,KIPWK,
2730,Dwight,Howard,Orlando Magic,NBA Player of the Week,,2008-09,,2009-04-06T00:00:00,East,Award,Kia Motors,KIPWK,
2730,Dwight,Howard,Orlando Magic,NBA Player of the Week,,2009-10,,2009-11-02T00:00:00,East,Award,Kia Motors,KIPWK,
2730,Dwight,Howard,Orlando Magic,NBA Player of the Week,,2009-10,,2009-12-21T00:00:00,East,Award,Kia Motors,KIPWK,
2730,Dwight,Howard,Orlando Magic,NBA Player of the Week,,2009-10,,2010-02-22T00:00:00,East,Award,Kia Motors,KIPWK,
2730,Dwight,Howard,Orlando Magic,NBA Player of the Week,,2009-10,,2010-04-12T00:00:00,East,Award,Kia Motors,KIPWK,
2730,Dwight,Howard,Orlando Magic,NBA Player of the Week,,2010-11,,2010-11-08T00:00:00,East,Award,Kia Motors,KIPWK,
2730,Dwight,Howard,Orlando Magic,NBA Player of the Week,,2010-11,,2010-11-29T00:00:00,East,Award,Kia Motors,KIPWK,
2730,Dwight,Howard,Orlando Magic,NBA Player of the Week,,2010-11,,2011-01-24T00:00:00,East,Award,Kia Motors,KIPWK,
2730,Dwight,Howard,Orlando Magic,NBA Player of the Week,,2011-12,,2012-01-16T00:00:00,East,Award,Kia Motors,KIPWK,
2730,Dwight,Howard,USA,Olympic Gold Medal,,2008,,,,Award,Olympic,Gold,
2730,Dwight,Howard,,NBA All-Star,,2006-07,,,,Award,All-Star,,
2730,Dwight,Howard,,NBA All-Star,,2007-08,,,,Award,All-Star,,
2730,Dwight,Howard,,NBA All-Star,,2008-09,,,,Award,All-Star,,
2730,Dwight,Howard,,NBA All-Star,,2009-10,,,,Award,All-Star,,
2730,Dwight,Howard,,NBA All-Star,,2010-11,,,,Award,All-Star,,
2730,Dwight,Howard,,NBA All-Star,,2011-12,,,,Award,All-Star,,
2730,Dwight,Howard,,NBA All-Star,,2012-13,,,,Award,All-Star,,
2730,Dwight,Howard,,NBA All-Star,,2013-14,,,,Award,All-Star,,
2730,Dwight,Howard,Los Angeles Lakers,NBA Champion,,2019-20,,,,Award,Champion,,
2731,Emeka,Okafor,Charlotte Bobcats,All-Rookie Team,1,2004-05,,,1610612766,Award,Kia Motors,KIART,
2731,Emeka,Okafor,Charlotte Bobcats,NBA Rookie of the Month,,2004-05,04/01/2005,,East,Award,Kia Motors,KIRMO,
2731,Emeka,Okafor,Charlotte Bobcats,NBA Rookie of the Month,,2004-05,11/01/2004,,East,Award,Kia Motors,KIRMO,
2731,Emeka,Okafor,Charlotte Bobcats,NBA Rookie of the Month,,2004-05,12/01/2004,,East,Award,Kia Motors,KIRMO,
2731,Emeka,Okafor,Charlotte Bobcats,NBA Rookie of the Year,,2004-05,,,,Award,Kia Motors,KIROY,
2731,Emeka,Okafor,Charlotte Bobcats,NBA Sporting News Rookie of the Year,,2004-05,,,,Award,Sporting News,SNROY,
2731,Emeka,Okafor,USA,Olympic Bronze Medal,,2004,,,,Award,Olympic,Bronze,
2732,Ben,Gordon,Chicago Bulls,All-Rookie Team,1,2004-05,,,1610612741,Award,Kia Motors,KIART,
2732,Ben,Gordon,Chicago Bulls,NBA Player of the Week,,2005-06,,2006-04-16T00:00:00,East,Award,Kia Motors,KIPWK,
2732,Ben,Gordon,Chicago Bulls,NBA Player of the Week,,2006-07,,2007-01-28T00:00:00,East,Award,Kia Motors,KIPWK,
2732,Ben,Gordon,Chicago Bulls,NBA Player of the Week,,2006-07,,2007-04-15T00:00:00,East,Award,Kia Motors,KIPWK,
2732,Ben,Gordon,Chicago Bulls,NBA Player of the Week,,2008-09,,2009-04-13T00:00:00,East,Award,Kia Motors,KIPWK,
2732,Ben,Gordon,Chicago Bulls,NBA Rookie of the Month,,2004-05,01/01/2005,,East,Award,Kia Motors,KIRMO,
2732,Ben,Gordon,Chicago Bulls,NBA Rookie of the Month,,2004-05,02/01/2005,,East,Award,Kia Motors,KIRMO,
2732,Ben,Gordon,Chicago Bulls,NBA Rookie of the Month,,2004-05,03/01/2005,,East,Award,Kia Motors,KIRMO,
2732,Ben,Gordon,Chicago Bulls,NBA Sixth Man of the Year,,2004-05,,,,Award,Kia Motors,KISMY,
2733,Shaun,Livingston,Los Angeles Clippers,NBA Rookie of the Month,,2004-05,04/01/2005,,West,Award,Kia Motors,KIRMO,
2733,Shaun,Livingston,Golden State Warriors,NBA Champion,,2014-15,,,,Award,Champion,,
2733,Shaun,Livingston,Golden State Warriors,NBA Champion,,2016-17,,,,Award,Champion,,
2733,Shaun,Livingston,Golden State Warriors,NBA Champion,,2017-18,,,,Award,Champion,,
2734,Devin,Harris,New Jersey Nets,NBA Player of the Week,,2008-09,,2008-12-01T00:00:00,East,Award,Kia Motors,KIPWK,
2734,Devin,Harris,New Jersey Nets,NBA Player of the Week,,2008-09,,2009-03-02T00:00:00,East,Award,Kia Motors,KIPWK,
2734,Devin,Harris,Dallas Mavericks,NBA Rookie of the Month,,2004-05,11/01/2004,,West,Award,Kia Motors,KIRMO,
2734,Devin,Harris,,NBA All-Star,,2008-09,,,,Award,All-Star,,
2735,Josh,Childress,Atlanta Hawks,All-Rookie Team,2,2004-05,,,1610612737,Award,Kia Motors,KIART,
2736,Luol,Deng,Chicago Bulls,All-Defensive Team,2,2011-12,,,1610612741,Award,Kia Motors,KIADT,
2736,Luol,Deng,Chicago Bulls,All-Rookie Team,1,2004-05,,,1610612741,Award,Kia Motors,KIART,
2736,Luol,Deng,Chicago Bulls,NBA Sportsmanship,,2006-07,,,,Award,Kia Motors,KSPRT,
2736,Luol,Deng,Great Britain,Olympic Appearance,,2012,,,,Award,Olympic,Appearance,
2736,Luol,Deng,,NBA All-Star,,2011-12,,,,Award,All-Star,,
2736,Luol,Deng,,NBA All-Star,,2012-13,,,,Award,All-Star,,
2738,Andre,Iguodala,Philadelphia 76ers,All-Defensive Team,2,2010-11,,,1610612755,Award,Kia Motors,KIADT,
2738,Andre,Iguodala,Golden State Warriors,All-Defensive Team,1,2013-14,,,1610612744,Award,Kia Motors,KIADT,
2738,Andre,Iguodala,Philadelphia 76ers,All-Rookie Team,1,2004-05,,,1610612755,Award,Kia Motors,KIART,
2738,Andre,Iguodala,Golden State Warriors,NBA Finals Most Valuable Player,,2014-15,,,,Award,Kia Motors,KFMVP,
2738,Andre,Iguodala,USA,Olympic Gold Medal,,2012,,,,Award,Olympic,Gold,
2738,Andre,Iguodala,,NBA All-Star,,2011-12,,,,Award,All-Star,,
2738,Andre,Iguodala,Golden State Warriors,NBA Champion,,2014-15,,,,Award,Champion,,
2738,Andre,Iguodala,Golden State Warriors,NBA Champion,,2016-17,,,,Award,Champion,,
2738,Andre,Iguodala,Golden State Warriors,NBA Champion,,2017-18,,,,Award,Champion,,
2738,Andre,Iguodala,Golden State Warriors,NBA Champion,,2021-22,,,,Award,Champion,,
2739,Luke,Jackson,Philadelphia 76ers,NBA Sporting News Rookie of the Year,,1964-65,,,,Award,Sporting News,SNROY,
2739,Luke,Jackson,USA,Olympic Gold Medal,,1964,,,,Award,Olympic,Gold,
2739,Luke,Jackson,Philadelphia 76ers,NBA Champion,,1966-67,,,,Award,Champion,,
2744,Al,Jefferson,Charlotte Hornets,All-NBA,3,2013-14,,,1610612766,Award,Kia Motors,KIANT,
2744,Al,Jefferson,Boston Celtics,All-Rookie Team,2,2004-05,,,1610612738,Award,Kia Motors,KIART,
2744,Al,Jefferson,Charlotte Bobcats,NBA Player of the Month,,2013-14,3/1/2014,,East,Award,Kia Motors,KIPMO,
2744,Al,Jefferson,Charlotte Bobcats,NBA Player of the Month,,2013-14,4/1/2014,,East,Award,Kia Motors,KIPMO,
2744,Al,Jefferson,Boston Celtics,NBA Player of the Week,,2006-07,,2007-03-04T00:00:00,West,Award,Kia Motors,KIPWK,
2744,Al,Jefferson,Minnesota Timberwolves,NBA Player of the Week,,2007-08,,2008-01-27T00:00:00,West,Award,Kia Motors,KIPWK,
2744,Al,Jefferson,Minnesota Timberwolves,NBA Player of the Week,,2008-09,,2009-01-05T00:00:00,West,Award,Kia Motors,KIPWK,
2744,Al,Jefferson,Utah Jazz,NBA Player of the Week,,2011-12,,2012-04-16T00:00:00,West,Award,Kia Motors,KIPWK,
2744,Al,Jefferson,Charlotte Bobcats,NBA Player of the Week,,2013-14,,2014-03-17T00:00:00,East,Award,Kia Motors,KIPWK,
2744,Al,Jefferson,Charlotte Bobcats,NBA Player of the Week,,2013-14,,2014-04-07T00:00:00,East,Award,Kia Motors,KIPWK,
2746,Josh,Smith,Atlanta Hawks,All-Defensive Team,2,2009-10,,,1610612737,Award,Kia Motors,KIADT,
2746,Josh,Smith,Atlanta Hawks,All-Rookie Team,2,2004-05,,,1610612737,Award,Kia Motors,KIART,
2746,Josh,Smith,Atlanta Hawks,NBA Player of the Week,,2007-08,,2007-12-09T00:00:00,East,Award,Kia Motors,KIPWK,
2746,Josh,Smith,Atlanta Hawks,NBA Player of the Week,,2012-13,,2012-12-03T00:00:00,East,Award,Kia Motors,KIPWK,
2747,J.R.,Smith,New York Knicks,NBA Player of the Week,,2012-13,,2013-03-25T00:00:00,East,Award,Kia Motors,KIPWK,
2747,J.R.,Smith,New York Knicks,NBA Sixth Man of the Year,,2012-13,,,,Award,Kia Motors,KISMY,
2747,JR,Smith,New Orleans Hornets,NBA Rookie of the Month,,2004-05,01/01/2005,,West,Award,Kia Motors,KIRMO,
2747,JR,Smith,New Orleans Hornets,NBA Rookie of the Month,,2004-05,02/01/2005,,West,Award,Kia Motors,KIRMO,
2747,JR,Smith,New Orleans Hornets,NBA Rookie of the Month,,2004-05,03/01/2005,,West,Award,Kia Motors,KIRMO,
2747,JR,Smith,Cleveland Cavaliers,NBA Champion,,2015-16,,,,Award,Champion,,
2747,JR,Smith,Los Angeles Lakers,NBA Champion,,2019-20,,,,Award,Champion,,
2749,Jameer,Nelson,Orlando Magic,All-Rookie Team,2,2004-05,,,1610612753,Award,Kia Motors,KIART,
2749,Jameer,Nelson,Orlando Magic,NBA Player of the Week,,2008-09,,2008-12-22T00:00:00,East,Award,Kia Motors,KIPWK,
2749,Jameer,Nelson,Orlando Magic,NBA Player of the Week,,2008-09,,2009-01-19T00:00:00,East,Award,Kia Motors,KIPWK,
2749,Jameer,Nelson,,NBA All-Star,,2008-09,,,,Award,All-Star,,
2751,Viktor,Khryapa,Russia,Olympic Appearance,,2008,,,,Award,Olympic,Appearance,
2751,Viktor,Khryapa,Russia,Olympic Bronze Medal,,2012,,,,Award,Olympic,Bronze,
2754,Tony,Allen,Memphis Grizzlies,All-Defensive Team,2,2010-11,,,1610612763,Award,Kia Motors,KIADT,
2754,Tony,Allen,Memphis Grizzlies,All-Defensive Team,1,2011-12,,,1610612763,Award,Kia Motors,KIADT,
2754,Tony,Allen,Memphis Grizzlies,All-Defensive Team,1,2012-13,,,1610612763,Award,Kia Motors,KIADT,
2754,Tony,Allen,Memphis Grizzlies,All-Defensive Team,1,2014-15,,,1610612763,Award,Kia Motors,KIADT,
2754,Tony,Allen,Memphis Grizzlies,All-Defensive Team,2,2015-16,,,West,Award,Kia Motors,KIADT,
2754,Tony,Allen,Memphis Grizzlies,All-Defensive Team,2,2016-17,,,West,Award,Kia Motors,KIADT,
2754,Tony,Allen,Boston Celtics,NBA Champion,,2007-08,,,,Award,Champion,,
2755,Kevin,Martin,Sacramento Kings,NBA Player of the Week,,2006-07,,2007-03-04T00:00:00,West,Award,Kia Motors,KIPWK,
2756,Sasha,Vujacic,Los Angeles Lakers,NBA Champion,,2008-09,,,,Award,Champion,,
2756,Sasha,Vujacic,Los Angeles Lakers,NBA Champion,,2009-10,,,,Award,Champion,,
2757,Beno,Udrih,San Antonio Spurs,NBA Rookie of the Month,,2004-05,12/01/2004,,West,Award,Kia Motors,KIRMO,
2757,Beno,Udrih,San Antonio Spurs,NBA Champion,,2004-05,,,,Award,Champion,,
2757,Beno,Udrih,San Antonio Spurs,NBA Champion,,2006-07,,,,Award,Champion,,
2760,Anderson,Varejao,Cleveland Cavaliers,All-Defensive Team,2,2009-10,,,1610612739,Award,Kia Motors,KIADT,
2760,Anderson,Varejao,Brazil,Olympic Appearance,,2012,,,,Award,Olympic,Appearance,
2762,Peter,Ramos,Puerto Rico,Olympic Appearance,,2004,,,,Award,Olympic,Appearance,
2772,Trevor,Ariza,Los Angeles Lakers,NBA Champion,,2008-09,,,,Award,Champion,,
2788,DJ,Mbenga,Los Angeles Lakers,NBA Champion,,2008-09,,,,Award,Champion,,
2788,DJ,Mbenga,Los Angeles Lakers,NBA Champion,,2009-10,,,,Award,Champion,,
101106,Andrew,Bogut,Golden State Warriors,All-Defensive Team,2,2014-15,,,1610612744,Award,Kia Motors,KIADT,
101106,Andrew,Bogut,Milwaukee Bucks,All-NBA,3,2009-10,,,1610612749,Award,Kia Motors,KIANT,
101106,Andrew,Bogut,Milwaukee Bucks,All-Rookie Team,1,2005-06,,,1610612749,Award,Kia Motors,KIART,
101106,Andrew,Bogut,Milwaukee Bucks,NBA Player of the Week,,2009-10,,2010-03-15T00:00:00,East,Award,Kia Motors,KIPWK,
101106,Andrew,Bogut,Milwaukee Bucks,NBA Rookie of the Month,,2005-06,01/01/2006,,West,Award,Kia Motors,KIRMO,
101106,Andrew,Bogut,Australia,Olympic Appearance,,2004,,,,Award,Olympic,Appearance,
101106,Andrew,Bogut,Australia,Olympic Appearance,,2008,,,,Award,Olympic,Appearance,
101106,Andrew,Bogut,Golden State Warriors,NBA Champion,,2014-15,,,,Award,Champion,,
101107,Marvin,Williams,Atlanta Hawks,All-Rookie Team,2,2005-06,,,1610612737,Award,Kia Motors,KIART,
2804,Andres,Nocioni,Argentina,Olympic Appearance,,2012,,,,Award,Olympic,Appearance,
2804,Andres,Nocioni,Argentina,Olympic Bronze Medal,,2008,,,,Award,Olympic,Bronze,
2804,Andres,Nocioni,Argentina,Olympic Gold Medal,,2004,,,,Award,Olympic,Gold,
101109,Raymond,Felton,Charlotte Bobcats,All-Rookie Team,2,2005-06,,,1610612766,Award,Kia Motors,KIART,
101109,Raymond,Felton,Charlotte Bobcats,NBA Rookie of the Month,,2005-06,02/01/2006,,East,Award,Kia Motors,KIRMO,
101109,Raymond,Felton,Charlotte Bobcats,NBA Rookie of the Month,,2005-06,03/01/2006,,East,Award,Kia Motors,KIRMO,
101109,Raymond,Felton,Charlotte Bobcats,NBA Rookie of the Month,,2005-06,04/01/2006,,East,Award,Kia Motors,KIRMO,
101108,Chris,Paul,New Orleans Hornets,All-Defensive Team,2,2007-08,,,1610612740,Award,Kia Motors,KIADT,
101108,Chris,Paul,New Orleans Hornets,All-Defensive Team,1,2008-09,,,1610612740,Award,Kia Motors,KIADT,
101108,Chris,Paul,New Orleans Hornets,All-Defensive Team,2,2010-11,,,1610612740,Award,Kia Motors,KIADT,
101108,Chris,Paul,Los Angeles Clippers,All-Defensive Team,1,2011-12,,,1610612746,Award,Kia Motors,KIADT,
101108,Chris,Paul,Los Angeles Clippers,All-Defensive Team,1,2012-13,,,1610612746,Award,Kia Motors,KIADT,
101108,Chris,Paul,Los Angeles Clippers,All-Defensive Team,1,2013-14,,,1610612746,Award,Kia Motors,KIADT,
101108,Chris,Paul,Los Angeles Clippers,All-Defensive Team,1,2014-15,,,1610612746,Award,Kia Motors,KIADT,
101108,Chris,Paul,LA Clippers,All-Defensive Team,1,2015-16,,,West,Award,Kia Motors,KIADT,
101108,Chris,Paul,New Orleans Hornets,All-NBA,1,2007-08,,,1610612740,Award,Kia Motors,KIANT,
101108,Chris,Paul,New Orleans Hornets,All-NBA,2,2008-09,,,1610612740,Award,Kia Motors,KIANT,
101108,Chris,Paul,Los Angeles Clippers,All-NBA,3,2010-11,,,1610612746,Award,Kia Motors,KIANT,
101108,Chris,Paul,Los Angeles Clippers,All-NBA,1,2011-12,,,1610612746,Award,Kia Motors,KIANT,
101108,Chris,Paul,Los Angeles Clippers,All-NBA,1,2012-13,,,1610612746,Award,Kia Motors,KIANT,
101108,Chris,Paul,Los Angeles Clippers,All-NBA,1,2013-14,,,1610612746,Award,Kia Motors,KIANT,
101108,Chris,Paul,Los Angeles Clippers,All-NBA,2,2014-15,,,1610612746,Award,Kia Motors,KIANT,
101108,Chris,Paul,LA Clippers,All-NBA,2,2015-16,,,West,Award,Kia Motors,KIANT,
101108,Chris,Paul,Oklahoma City Thunder,All-NBA,2,2019-20,,,West,Award,Kia Motors,KIANT,
101108,Chris,Paul,New Orleans/Okla. City Hornets,All-Rookie Team,1,2005-06,,,1610612740,Award,Kia Motors,KIART,
101108,Chris,Paul,Los Angeles Clippers,NBA All-Star Most Valuable Player,,2012-13,,,,Award,Kia Motors,KAMVP,
101108,Chris,Paul,New Orleans Hornets,NBA Player of the Month,,2007-08,03/01/2008,,West,Award,Kia Motors,KIPMO,
101108,Chris,Paul,New Orleans Hornets,NBA Player of the Month,,2007-08,12/01/2007,,West,Award,Kia Motors,KIPMO,
101108,Chris,Paul,New Orleans Hornets,NBA Player of the Month,,2008-09,03/01/2009,,West,Award,Kia Motors,KIPMO,
101108,Chris,Paul,New Orleans Hornets,NBA Player of the Month,,2008-09,11/01/2008,,West,Award,Kia Motors,KIPMO,
101108,Chris,Paul,New Orleans Hornets,NBA Player of the Month,,2009-10,01/01/2010,,West,Award,Kia Motors,KIPMO,
101108,Chris,Paul,Los Angeles Clippers,NBA Player of the Month,,2011-12,04/01/2012,,West,Award,Kia Motors,KIPMO,
